TForm4	27	Form4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Ok | Cancel	Form4.OnActivate=FormActivate | Form4.OnClose=FormClose | Form4.OnCreate=FormCreate | Form4.OnKeyDown=FormKeyDown | Form4.OnShow=FormShow | Shape1.OnMouseDown=Shape1MouseDown | Shape2.OnMouseDown=Shape2MouseDown | Edit1.OnChange=Edit1Change | Edit2.OnChange=Edit2Change | Edit3.OnChange=Edit3Change | ComboBox1.OnSelect=ComboBox1Select | BitBtn1.OnClick=BitBtn1Click | BitBtn2.OnClick=BitBtn2Click | Edit4.OnChange=Edit4Change | estadocombo.OnChange=estadocomboChange | Edit6.OnChange=Edit6Change | combo1.OnChange=combo1Select | combobox2.OnChange=combobox2Change
TForm50	12	Label4	Form50.OnClose=FormClose | Form50.OnCreate=FormCreate | Form50.OnPaint=FormPaint | Form50.OnShow=FormShow | Image2.OnClick=Image2Click | bt1.OnClick=bt1Click | bt2.OnClick=bt2Click
TForm51	6	Nome do novo técnico: | Nacionalidade: | OK	Form51.OnClose=FormClose | Form51.OnCreate=FormCreate | Form51.OnKeyDown=FormKeyDown | Form51.OnShow=FormShow | Edit1.OnChange=Edit1Change | bt2.OnClick=bt2Click
TForm52	32	Form52 | Fechar >>	Form52.OnClose=FormClose | Form52.OnCreate=FormCreate | Form52.OnPaint=FormPaint | bck1.OnClick=nometime1Click | bck2.OnClick=nometime1Click | f52esc2.OnClick=nometime1Click | f52esc1.OnClick=nometime1Click | nometime2.OnClick=nometime2Click | HTMLabel1.OnClick=HTMLabel1Click | nometime1.OnClick=nometime1Click | bt_irprojogo.OnClick=bt_irprojogoClick
TForm53	15	Form53 | Jogador | Selecione o jogador para substituí-lo: | OK	Form53.OnClose=FormClose | Form53.OnCreate=FormCreate | Form53.OnKeyDown=FormKeyDown | Form53.OnPaint=FormPaint | Form53.OnShow=FormShow | bt1.OnClick=bt1Click | gridview1.OnSelectCell=gridview1SelectCell
TForm54	7	Form54	Form54.OnClose=FormClose | Form54.OnCreate=FormCreate | Form54.OnKeyDown=FormKeyDown | Form54.OnPaint=FormPaint | Form54.OnShow=FormShow | Timer1.OnTimer=Timer1Timer | Timer2.OnTimer=Timer2Timer
TForm55	23	Form55 | Títulos: | Títulos: | Retrospecto	Form55.OnClose=FormClose | Form55.OnCreate=FormCreate | Form55.OnKeyDown=FormKeyDown | Form55.OnPaint=FormPaint | Form55.OnShow=FormShow | Image2.OnClick=Image2Click | Grid.OnCellColoring=GridCellColoring
TForm57	13	Form57 | Demissões na rodada! | OK  >>>	Form57.OnClose=FormClose | Form57.OnCreate=FormCreate | Form57.OnKeyDown=FormKeyDown | Form57.OnPaint=FormPaint | Form57.OnShow=FormShow | xibutton2.OnClick=XiButton2Click | Timer1.OnTimer=Timer1Timer
TForm58	14	Form58 | Label4 | X	Form58.OnClose=FormClose | Form58.OnCreate=FormCreate | Form58.OnKeyDown=FormKeyDown | Form58.OnPaint=FormPaint | Form58.OnShow=FormShow | bt3.OnClick=bt3Click | Gridview1.OnCellColoring=Gridview1CellColoring | combopais.OnChange=combopaisChange
TForm59	8	Label4 | Label4 | Atenção | Label4	Form59.OnClose=FormClose | Form59.OnCreate=FormCreate | Form59.OnKeyDown=FormKeyDown | Form59.OnShow=FormShow | bt3.OnClick=bt3Click | xibutton1.OnClick=XiButton1Click
TForm5	20	Form5 | 25 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Estrela | OK | Cancel	Form5.OnActivate=FormActivate | Form5.OnClose=FormClose | Form5.OnCreate=FormCreate | Form5.OnKeyDown=FormKeyDown | Form5.OnShow=FormShow | BitBtn1.OnClick=BitBtn1Click | BitBtn2.OnClick=BitBtn2Click | TrackBar1.OnChange=TrackBar1Change | combobox1.OnChange=ComboBox1Change | combo1.OnKeyDown=combo1KeyDown
TForm60	13	Form60 | Nome | $100 000 000 | Label4 | Label4 | ---- | Label4 | Label4	Form60.OnClose=FormClose | Form60.OnCreate=FormCreate | Form60.OnPaint=FormPaint | Form60.OnShow=FormShow | Edit1.OnChange=Edit1Change | bt1.OnClick=bt1Click | bt2.OnClick=bt2Click
TForm61	5	Form61 | Label4 | OK	Form61.OnCreate=FormCreate | Form61.OnKeyDown=FormKeyDown | Form61.OnPaint=FormPaint | btconf.OnClick=btconfClick | bt2.OnClick=bt2Click
TForm62	17	Form62 | xxxx | X	Form62.OnClose=FormClose | Form62.OnCreate=FormCreate | Form62.OnPaint=FormPaint | Form62.OnShow=FormShow | XiButton1.OnClick=XiButton1Click | XiButton2.OnClick=XiButton2Click | grid1.OnCellColoring=grid1CellColoring | grid1.OnSelectCell=grid1SelectCell | grid1.OnCellFormating=grid1CellFormating | bt1.OnClick=bt1Click
TForm63	36	Form63 | 1ª Rodada | lab1 | lab1 | lab1 | lab1 | lab1 | lab1 | < | >	Form63.OnClose=FormClose | Form63.OnCreate=FormCreate | Form63.OnPaint=FormPaint | Form63.OnShow=FormShow | Image1.OnClick=Image1Click | Image2.OnClick=Image2Click | Image3.OnClick=Image3Click | Image4.OnClick=Image4Click | Image6.OnClick=Image6Click | Image5.OnClick=Image5Click | lab1.OnClick=Image1Click | lab3.OnClick=Image3Click | lab4.OnClick=Image4Click | lab5.OnClick=Image5Click | lab6.OnClick=Image6Click | imgfechar.OnClick=imgfecharClick | Image7.OnClick=Image7Click | lab7.OnClick=Image7Click | t1.OnCellColoring=t1CellColoring | t1.OnDblClick=t1DblClick | bt3.OnClick=bt3Click | XiButton3.OnClick=XiButton3Click | combo1.OnChange=combo1Change | c1.OnChange=c1Click | combopais.OnChange=combopaisChange
TForm64	15	Cores de fundo da Lista | Goleiros: | Laterais: | Meias: | Zagueiros: | Atacantes: | OK	Form64.OnClose=FormClose | Form64.OnCreate=FormCreate | Shape1.OnMouseDown=Shape1MouseDown | Shape2.OnMouseDown=Shape2MouseDown | Shape3.OnMouseDown=Shape3MouseDown | Shape4.OnMouseDown=Shape4MouseDown | Shape5.OnMouseDown=Shape5MouseDown | bt3.OnClick=XiButton2Click | TntBitBtn1.OnClick=XiButton1Click
TForm65	5	Deseja mesmo se demitir do time atual? | Confirmação	Form65.OnClose=FormClose | Form65.OnCreate=FormCreate | Form65.OnShow=FormShow | XiButton2.OnClick=XiButton2Click | XiButton1.OnClick=XiButton1Click
TForm67	65	Form67 | Público: | Público: | Estádio | 3x1 | a | a | a | a | a | a | '' | time | Estatísticas | Posse de bola | Finalizações | Roubadas bola | Passes errados | Faltas cometidas | % | % | % | % | % | % | % | % | % | % | time | P: 8 x 5 | Button1	Form67.OnClose=FormClose | Form67.OnCreate=FormCreate | Form67.OnKeyDown=FormKeyDown | Form67.OnPaint=FormPaint | Image4.OnClick=Image4Click | grid1.OnCellColoring=grid1CellColoring | grid1.OnSelectCell=grid1SelectCell | grid1.OnCellFormating=grid1CellFormating | bt3.OnClick=bt3Click | bt2.OnClick=bt2Click | button2.OnClick=Button2Click | combopais.OnChange=combopaisChange | combolib.OnChange=CombolibChange | Button1.OnClick=Button1Click | Timer1.OnTimer=Timer1Timer
TForm68	20	Atenção | Atenção | Proposta de compra | Atenção | Atenção | Está querendo comprar o jogador: | Está querendo comprar o jogador: | Está querendo comprar o jogador: | Está querendo comprar o jogador: | Está querendo comprar o jogador: | Está querendo comprar o jogador: | Label4 | Label4 | Label4	Form68.OnClose=FormClose | Form68.OnCreate=FormCreate | Form68.OnKeyDown=FormKeyDown | Form68.OnPaint=FormPaint | Form68.OnShow=FormShow | bt3.OnClick=bt3Click | TntBitBtn1.OnClick=XiButton1Click
TForm69	126	Form69 | campeão | Libertadores - 2ª fase	Form69.OnClose=FormClose | Form69.OnCreate=FormCreate | Form69.OnKeyDown=FormKeyDown | Form69.OnPaint=FormPaint | Form69.OnShow=FormShow | Image1.OnClick=Image1Click | combo1.OnChange=combo1Change
TForm6	20	Form6 | 25 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Estrela | OK | Cancel	Form6.OnActivate=FormActivate | Form6.OnClose=FormClose | Form6.OnCreate=FormCreate | Form6.OnKeyDown=FormKeyDown | Form6.OnShow=FormShow | TrackBar1.OnChange=TrackBar1Change | BitBtn1.OnClick=BitBtn1Click | BitBtn2.OnClick=BitBtn2Click | combobox1.OnChange=ComboBox1Change
TForm70	9	Form70 | X	Form70.OnClose=FormClose | Form70.OnCreate=FormCreate | Form70.OnPaint=FormPaint | bt3.OnClick=bt3Click | comboano.OnChange=comboanoChange | combobox1.OnChange=ComboBox1Change | combo1.OnChange=combo1Change | combopais.OnChange=combopaisChange
TForm71	35	Form71 | Label4 | X | Ranking por reputação	Form71.OnClose=FormClose | Form71.OnCreate=FormCreate | Form71.OnKeyDown=FormKeyDown | Form71.OnPaint=FormPaint | Form71.OnShow=FormShow | bt3.OnClick=bt3Click | listr1.OnCellColoring=listr2CellColoring | listr2.OnCellColoring=listr2CellColoring | bt4.OnClick=bt4Click | combopais.OnChange=combopaisChange | bt2.OnClick=bt2Click | bt1.OnClick=bt1Click
TForm72	8	Form72 | Label4 | Label4 | Label3 | Label4 | OK	Form72.OnClose=FormClose | Form72.OnCreate=FormCreate | Form72.OnPaint=FormPaint | Form72.OnShow=FormShow | bt3.OnClick=bt3Click
TForm73	19	Add National Team | Color 1: | Color 2: | Level: | Coach: | select logo | Add | Cancel	Form73.OnClose=FormClose | Form73.OnCreate=FormCreate | Shape1.OnMouseDown=Shape1MouseDown | Shape2.OnMouseDown=Shape2MouseDown | image1.OnClick=image1Click | BitBtn1.OnClick=BitBtn1Click | BitBtn2.OnClick=BitBtn2Click
TForm74	41	Form74 | Clube | Libertadores | Sul- Americana | Copa do Brasil | Camp. Brasileiro | Camp. Mineiro | Mundial | (01) | (01) | (01) | (01) | (01) | (01) | (galeria de troféus vazia) | extra | (01) | X	Form74.OnClose=FormClose | Form74.OnCreate=FormCreate | Form74.OnPaint=FormPaint | XiButton1.OnClick=XiButton1Click
TForm75	42	Form75 | Label4 | Label4 | Label4 | Label4 | Tecnico | Label4 | Label4 | Label4 | Salvar jogo | - | Opções | - | Sair do jogo	Form75.OnCreate=FormCreate | Form75.OnKeyDown=FormKeyDown | Form75.OnPaint=FormPaint | thumb2.OnClick=Label13Click | thumb1.OnClick=Label4Click | TntLabel3.OnClick=Label13Click | TntLabel2.OnClick=Label4Click | label5.OnClick=Label4Click | gridview1.OnCellClick=gridview1CellClick | gridview1.OnCellColoring=gridview1CellColoring | btjogar.OnClick=btjogarClick | Salvar.OnClick=SalvarClick | opcoes.OnClick=opcoesClick | Sairdojogo1.OnClick=Sairdojogo1Click
TForm76	25	Form76 | Escolha da seleção para treinar na Copa do Mundo | Copa do Mundo | Copa do Mundo | btfechar | btfechar	Form76.OnClose=FormClose | Form76.OnCreate=FormCreate | Form76.OnKeyDown=FormKeyDown | Form76.OnPaint=FormPaint | Form76.OnShow=FormShow | r1.OnClick=r1Click | r2.OnClick=r1Click | r3.OnClick=r1Click | r4.OnClick=r1Click | r5.OnClick=r1Click | r6.OnClick=r1Click | r7.OnClick=r1Click | r8.OnClick=r1Click | btfechar.OnClick=btfecharClick | XiButton1.OnClick=XiButton1Click
TForm77	50	Form77 | 0 | 0 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | OK >>> | >> | <<	Form77.OnClose=FormClose | Form77.OnCreate=FormCreate | Form77.OnPaint=FormPaint | Form77.OnShow=FormShow | bt2.OnClick=bt2Click | gfind.OnSelectCell=gfindSelectCell | gsel.OnSelectCell=gselSelectCell | XiButton1.OnClick=XiButton1Click | XiButton2.OnClick=XiButton2Click | xibutton3.OnClick=XiButton3Click
TForm78	167	Form78 | Inglaterra  | 1x1 | Sérvia e Montenegro | Berlim | Brasil  | Stutgart | 1x1 |  China | Berlim | Stutgart | Inglaterra  | Brasil  | 1x1 | 1x1 | Sérvia e Montenegro |  China | Berlim | Stutgart | Inglaterra  | Brasil  | 1x1 | 1x1 | Sérvia e Montenegro |  China | Berlim | Stutgart | x | x | 1 | 2 | Berlim | Stutgart | x | x | 3 | 4 | Stutgart | Berlim | Stutgart | Berlim | x | x | x | x | 5 | 6 | 7 | 8 | Berlim | Stutgart | Berlim | Stutgart | 7   | 3   | 5   | 1  | x | x | x | x |  8  |  4  |  6   |  2 | 12 | 11 | 10 | 9 |  9  | Berlim | Stutgart |  11   | x | x |  10  |  12  | 13 | 14 | Berlim |  13   | x |  14  | 15 |  13  | Berlim | x |  14  | 16 |  A  |  B  |  C  |  D  |  E  |  F  |  G  |  H  | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | 1 - A  | 1 - H  | 1 - F  | 1 - G  | 1 - E  | 1 - D | 1 - B  | 1 - C  |  2 - B |  2 - D |  2- A |  2 - C |  2 - F |  2 - H |  2 - E |  2 - G | OK	Form78.OnClose=FormClose | Form78.OnCreate=FormCreate | Form78.OnKeyDown=FormKeyDown | Form78.OnPaint=FormPaint | Form78.OnShow=FormShow | p1.OnClick=p1Click | p2.OnClick=p1Click | p4.OnClick=p1Click | p3.OnClick=p1Click | p6.OnClick=p1Click | p5.OnClick=p1Click | po2.OnClick=p1Click | po1.OnClick=p1Click | po3.OnClick=p1Click | po4.OnClick=p1Click | po8.OnClick=p1Click | po7.OnClick=p1Click | po6.OnClick=p1Click | po5.OnClick=p1Click | po9.OnClick=p1Click | po10.OnClick=p1Click | po11.OnClick=p1Click | po12.OnClick=p1Click | po14.OnClick=p1Click | po13.OnClick=p1Click | po15.OnClick=p1Click | po16.OnClick=p1Click | gr1.OnClick=gr1Click | gr2.OnClick=gr1Click | gr3.OnClick=gr1Click | gr4.OnClick=gr1Click | gr5.OnClick=gr1Click | gr6.OnClick=gr1Click | gr7.OnClick=gr1Click | gr8.OnClick=gr1Click | bt3.OnClick=bt3Click
TForm79	16	Transferir Jogador | Nome para | Procurar time na lista | (dica: digite as primeiras letrars do nome do time que  quer encontrar) | Transferir | Cancelar | Procurar	Form79.OnClose=FormClose | Form79.OnCreate=FormCreate | grid1.OnSelectCell=grid1SelectCell | XiButton1.OnClick=XiButton1Click | XiButton2.OnClick=XiButton2Click | XiButton3.OnClick=XiButton3Click
TForm7	31	Form7 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | OK | Cancel	Form7.OnClose=FormClose | Form7.OnCreate=FormCreate | Form7.OnShow=FormShow | Shape1.OnMouseDown=Shape1MouseDown | Shape2.OnMouseDown=Shape2MouseDown | Image1.OnMouseDown=Image1MouseDown | estadocombo.OnSelect=estadocomboSelect | ComboBox1.OnSelect=ComboBox1Select | BitBtn1.OnClick=BitBtn1Click | BitBtn2.OnClick=BitBtn2Click | combo1.OnChange=combo1Change
TForm80	8	Referee | Márcio Rezende de Freitas | Técnica: | Rigor: | 2 | 2	Form80.OnCreate=FormCreate | Form80.OnShow=FormShow
TForm81	14	Form81 | Label4 | (nome) | Label4 | Label4 | Label4 | (nome) | X	Form81.OnClose=FormClose | Form81.OnCreate=FormCreate | Form81.OnPaint=FormPaint | Form81.OnShow=FormShow | combo1.OnSelect=combo1Select | ComboBox1.OnSelect=ComboBox1Select | XiButton1.OnClick=XiButton1Click | bt1.OnClick=bt1Click
TForm82	7	Form82 | Label4 | Label4 | OK	Form82.OnClose=FormClose | Form82.OnCreate=FormCreate | Form82.OnPaint=FormPaint | Form82.OnShow=FormShow | Image1.OnClick=XiButton1Click | button1.OnClick=button1Click
TForm83	29	Form83 | X	Form83.OnClose=FormClose | Form83.OnCreate=FormCreate | bt3.OnClick=bt3Click | combo1.OnChange=combo1Change | combopais.OnChange=combopaisChange
TForm84	7	Form84	Form84.OnClose=FormClose | Form84.OnCreate=FormCreate | Form84.OnPaint=FormPaint | Form84.OnShow=FormShow | xibutton2.OnClick=XiButton2Click | xibutton1.OnClick=XiButton1Click
TForm85	6	Form85 | Label4 | Label4	Form85.OnClose=FormClose | Form85.OnCreate=FormCreate | Form85.OnPaint=FormPaint | Form85.OnShow=FormShow | xibutton1.OnClick=XiButton1Click | xibutton2.OnClick=XiButton2Click
TForm86	8	Label4 | Label4 | Label4 | OK	Form86.OnClose=FormClose | Form86.OnCreate=FormCreate | Shape1.OnMouseDown=Shape1MouseDown | Shape2.OnMouseDown=Shape2MouseDown | XiButton1.OnClick=XiButton1Click
TForm87	61	Form87 | Seleção tática automática | Adversário: | Estilo de jogo: | Concentrar ataques: | Tipo da marcação: | Cobrança faltas: | Capitão: | Uniforme: | Adversário: | Seleção tática automática | Seleção tática automática | Button1 | go simul | limpa | Button4 | THTMLRadioButton | THTMLRadioButton | THTMLRadioButton | Táticas salvas | Запомни състав	Form87.OnClose=FormClose | Form87.OnCreate=FormCreate | Form87.OnPaint=FormPaint | Image3.OnDragDrop=Image1DragDrop | Image3.OnDragOver=Image1DragOver | Image3.OnEndDrag=Image1EndDrag | Image3.OnStartDrag=Image1StartDrag | gridview1.OnDragOver=gridview1DragOver | gridview1.OnMouseDown=gridview1MouseDown | gridview1.OnSelectCell=gridview1SelectCell | gridview1.OnStartDrag=gridview1StartDrag | Button1.OnClick=Button1Click | Button2.OnClick=Button2Click | Button3.OnClick=Button3Click | Button4.OnClick=Button4Click | rd1.OnClick=rd1Click | rd2.OnClick=rd2Click | rd3.OnClick=rd3Click | AdvGlowButton1.OnClick=AdvGlowButton1Click | combtat.OnChange=combtatClick | combomarc.OnChange=combomarcChange | comboej.OnChange=comboejClick | combo_cataq.OnChange=combo_cataqChange | combo2.OnChange=combo2Change | combo1.OnChange=combo1Change | bt_voltar.OnClick=bt_voltarClick | bt_irprojogo.OnClick=bt_irprojogoClick | ckescalacao.OnClick=ckescalacaoClick
TForm88	43	Form88 | Label4 | Button1	Form88.OnClose=FormClose | Form88.OnCreate=FormCreate | Form88.OnKeyDown=FormKeyDown | Form88.OnPaint=FormPaint | bck1.OnClick=nometime1Click | bck2.OnClick=nometime2Click | nometime2.OnClick=nometime2Click | nometime1.OnClick=nometime1Click | Image4.OnClick=Image4Click | f88esc1.OnClick=nometime1Click | f88esc2.OnClick=nometime2Click | label7.OnClick=Image4Click | Image3.OnDragDrop=Image1DragDrop | Image3.OnDragOver=Image1DragOver | Button1.OnClick=Button1Click | bt_irprojogo.OnClick=bt_irprojogoClick | comboej.OnChange=comboejChange | combomarc.OnChange=combomarcChange | combo_cataq.OnChange=combo_cataqChange
Tform89	42	form89 | Label1 | Label2 | Label3 | Label4 | Label5 | Label5 | Label3 | Label3 | Button1 | Button2 | run | escalacao | res | nsr | sem eventos hum. | penaltis | show rating | tabela | tabela neutro | tabela peso maior campo | campo neutro | internacional	form89.OnCreate=FormCreate | Button1.OnClick=Button1Click | Button2.OnClick=Button2Click | Button3.OnClick=Button3Click | Button4.OnClick=Button4Click | Button5.OnClick=Button5Click | Button6.OnClick=Button6Click | Button7.OnClick=Button7Click | Button8.OnClick=Button8Click | Button9.OnClick=Button9Click | Button10.OnClick=Button10Click | Button11.OnClick=Button11Click
TForm8	34	Form8 | $0 | $0 | $0 | $0 | 10.000 | 10.000 | 10.000 | 10.000 | 10.000 | 10.000 | 10.000 | 10.000 | Expansão em andamento, previsão de término: | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | Label4 | X	Form8.OnClose=FormClose | Form8.OnCreate=FormCreate | Form8.OnShow=FormShow | upc.OnClick=upcClick | upa.OnClick=upaClick | upg.OnClick=upgClick | upcm.OnClick=upcmClick | AdvGlowButton1.OnClick=bt3Click | bt1.OnClick=bt1Click | AdvGlowButton2.OnClick=AdvGlowButton2Click
TForm90	14	Form90 | Salvar tática atual | Nome: | Selecione pelo menos 11 titulares | Excluir | Carregar | Salvar | << Voltar	Form90.OnClose=FormClose | Form90.OnCreate=FormCreate | Form90.OnPaint=FormPaint | Form90.OnShow=FormShow | AdvGlowButton2.OnClick=AdvGlowButton2Click | AdvGlowButton1.OnClick=AdvGlowButton1Click | AdvGlowButton3.OnClick=AdvGlowButton3Click | AdvGlowButton4.OnClick=AdvGlowButton4Click
TForm91	35	Juniores | Confirmar promoção do Junior xxxxxx xxxxxxx? | ---- | Confirmar promoção do Junior xxxxxx xxxxxxx? | promote | fire | yes | no	Form91.OnClose=FormClose | Form91.OnCreate=FormCreate | Form91.OnPaint=FormPaint | Image8.OnClick=Image8Click | gridview1.OnSelectCell=gridview1SelectCell | gridview1.OnCellFormating=gridview1CellFormating | Edit1.OnChange=Edit1Change | btacao.OnClick=btacaoClick | XiButton1.OnClick=XiButton1Click | XiButton3.OnClick=XiButton3Click | XiButton4.OnClick=XiButton4Click
TForm92	13	1 | Quando possível usar grupos/divisões reais | Salvar | Restaurar padrões	Form92.OnClose=FormClose | Form92.OnCreate=FormCreate | Form92.OnPaint=FormPaint | Image2.OnMouseDown=Image1MouseDown | gridview1.OnCellClick=gridview1CellClick | Button1.OnClick=Button1Click | Button3.OnClick=Button3Click | gr.OnClick=grClick
TForm93	21	Form93 | Jogar na primeira temporada | Na Libertadores | Sem times humanos ver jogos: | Libertadores | Liga dos Campeões da Europa | Liga Africana | Liga Asiática | Usar grupos reais na primeira temporada: | Na Liga dos Campeões da Europa | Confirmar promoção do Junior xxxxxx xxxxxxx? | ck_dt1 | CheckBox1 | CheckBox1 | CheckBox1 | CheckBox1 | CheckBox1 | ck_gre	Form93.OnClose=FormClose | Form93.OnCreate=FormCreate | Form93.OnPaint=FormPaint | Image2.OnClick=Image2Click | ck_dt1.OnClick=ck_dt1Click | ck_grl.OnClick=ck_grlClick | ck_verjlib.OnClick=ck_verjlibClick | ck_verjlig.OnClick=ck_verjligClick | ck_verjafr.OnClick=ck_verjafrClick | ck_verjasi.OnClick=ck_verjasiClick | ck_gre.OnClick=ck_greClick
TForm9	44	Form9 | A Copa do Mundo, Eurocopa, Copa América, Copa Sul-americana/UEFA, estaduais e o sistema de disputa com 2 divisões de 20 times só estão disponíveis na versão registrada. Assim como na registrada é possível jogar com até 10 técnicos humanos. Registre já o seu jogo para ter todas as opções extras! Registre em www.brasfoot.com | <shad>Jogar campeonato personalizado (modo fantasia)</shad> | <shad>Jogar campeonatos por países (modo real)</shad> | THTMLCheckBox | THTMLCheckBox | <shad>Grupos reais em 2014</shad> | THTMLCheckBox | <shad>Jogar Estaduais</shad> | THTMLCheckBox | THTMLCheckBox | THTMLCheckBox	Form9.OnClose=FormClose | Form9.OnCreate=FormCreate | Form9.OnKeyDown=FormKeyDown | Form9.OnPaint=FormPaint | combo1.OnChange=combo1Change | list1.OnCellClick=list1CellClick | list1.OnHeaderClick=list1HeaderClick | rd2.OnClick=rd2Click | rd1.OnClick=rd1Click | ComboBox2.OnSelect=ComboBox2Select | ckinter2.OnClick=ckinter2Click | ckinter1.OnClick=ckinter1Click | ckgruposcopamundo.OnClick=ckinter2Click | ckeurocopa.OnClick=ckeurocopaClick | ckestadual.OnClick=ckestadualClick | ckcopamundo.OnClick=ckcopamundoClick | ckcopaamerica.OnClick=ckcopaamericaClick | ckcopa.OnClick=ckcopaClick | AdvGlowButton2.OnClick=Image2Click | AdvGlowButton3.OnClick=Image3Click | xibutton1.OnClick=XiButton1Click | xibutton2.OnClick=XiButton2Click | AdvGlowButton1.OnClick=XiButton3Click
